Stations = {
  <"POGO", 1, 13>,  // station name, station id, number of antennas
  <"265A",1,25500,1169,28020>,
  <"265A",5,25020,1169,28020>,
  <"265A",6,25020,1169,28020>,
  <"265B",1,23100,1423,25620>,
  <"265B",5,22620,1423,25620>,
  <"265B",6,22620,1423,25620>,
  <"266",10,20880,680,25680>,
  <"266",6,20880,680,25680>,
  <"266",9,20880,680,25680>,
  <"266A",10,24360,711,29160>,
  <"266A",6,24360,711,29160>,
  <"266A",9,24360,711,29160>,
  <"266B",10,24360,685,29160>,
  <"266B",6,24360,685,29160>,
  <"266B",9,24360,685,29160>,
  <"267",5,23280,1423,25080>,
  <"267",6,23280,1423,25080>,
  <"267",8,23280,1423,25080>,
  <"267A",5,24900,1563,26700>,
  <"267A",6,24900,1563,26700>,
  <"267A",8,24900,1563,26700>,
  <"267B",5,26580,1022,28380>,
  <"267B",6,26580,1022,28380>,
  <"267B",8,26580,1022,28380>,
  <"268",2,22200,988,27000>,
  <"268",3,22200,988,27000>,
  <"268",7,22200,988,27000>,
  <"268",8,22200,988,27000>,
  <"268A",2,23940,627,28740>,
  <"268A",3,23940,627,28740>,
  <"268A",7,23940,627,28740>,
  <"268A",8,23940,627,28740>,
  <"268B",2,23700,629,28500>,
  <"268B",3,23700,629,28500>,
  <"268B",7,23700,629,28500>,
  <"268B",8,23700,629,28500>,
  <"269",1,22680,1326,25380>,
  <"269",3,22680,1326,25380>,
  <"269",5,22680,1326,25380>,
  <"269",6,22680,1326,25380>,
  <"269",8,22680,1326,25380>,
  <"269A",1,23040,1079,25740>,
  <"269A",3,23040,1079,25740>,
  <"269A",5,23040,1079,25740>,
  <"269A",6,23040,1079,25740>,
  <"269A",8,23040,1079,25740>,
  <"269B",1,25500,899,28200>,
  <"269B",3,25500,899,28200>,
  <"269B",5,25500,899,28200>,
  <"269B",6,25500,899,28200>,
  <"269B",8,25500,899,28200>,
  <"270",6,22260,1897,25560>,
  <"270",9,22260,1897,25560>,
  <"270A",6,23040,1670,26340>,
  <"270A",9,23040,1670,26340>,
  <"270B",6,24000,1540,27300>,
  <"270B",9,24000,1540,27300>,
  <"271",1,22320,1367,26220>,
  <"271",2,22320,1367,26220>,
  <"271",3,22320,1367,26220>,
  <"271",5,22320,1367,26220>,
  <"271",6,22320,1367,26220>,
  <"271",7,22320,1367,26220>,
  <"271",8,22320,1367,26220>,
  <"271A",1,24420,1129,28320>,
  <"271A",2,24420,1129,28320>,
  <"271A",3,24420,1129,28320>,
  <"271A",5,24420,1129,28320>,
  <"271A",6,24420,1129,28320>,
  <"271A",7,24420,1129,28320>,
  <"271A",8,24420,1129,28320>,
  <"271B",1,23760,1462,27660>,
  <"271B",2,23760,1462,27660>,
  <"271B",3,23760,1462,27660>,
  <"271B",5,23760,1462,27660>,
  <"271B",6,23760,1462,27660>,
  <"271B",7,23760,1462,27660>,
  <"271B",8,23760,1462,27660>,
  <"272",2,24480,824,31380>,
  <"272",3,24480,824,31380>,
  <"272",7,24480,824,31380>,
  <"272",8,24480,824,31380>,
  <"272A",2,25200,1075,32100>,
  <"272A",3,25200,1075,32100>,
  <"272A",7,25200,1075,32100>,
  <"272A",8,25200,1075,32100>,
  <"272B",2,25620,1479,32520>,
  <"272B",3,25620,1479,32520>,
  <"272B",7,25620,1479,32520>,
  <"272B",8,25620,1479,32520>,
  <"273",10,25800,930,29100>,
  <"273",6,25800,930,29100>,
  <"273",9,25800,930,29100>,
  <"273A",10,28440,1411,31740>,
  <"273A",6,28440,1411,31740>,
  <"273A",9,28440,1411,31740>,
  <"273B",10,28740,1269,32040>,
  <"273B",6,28740,1269,32040>,
  <"273B",9,28740,1269,32040>,
  <"274",6,25380,1123,28980>,
  <"274",9,25380,1123,28980>,
  <"274A",6,27780,1762,31380>,
  <"274A",9,27780,1762,31380>,
  <"274B",6,28380,1659,31980>,
  <"274B",9,28380,1659,31980>,
  <"275",6,23220,1336,26820>,
  <"275",9,23220,1336,26820>,
  <"275A",6,24240,1389,27840>,
  <"275A",9,24240,1389,27840>,
  <"275B",6,25980,1176,29580>,
  <"275B",9,25980,1176,29580>,
  <"276",6,25260,857,32160>,
  <"276",7,25260,857,32160>,
  <"276",9,25260,857,32160>,
  <"276A",6,26580,1313,33480>,
  <"276A",7,26580,1313,33480>,
  <"276A",9,26580,1313,33480>,
  <"276B",6,28740,1143,35640>,
  <"276B",7,28740,1143,35640>,
  <"276B",9,28740,1143,35640>,
  <"277",1,24240,1043,27240>,
  <"277",3,24240,1043,27240>,
  <"277",5,24240,1043,27240>,
  <"277",6,24240,1043,27240>,
  <"277",8,24240,1043,27240>,
  <"277A",1,24900,1186,27900>,
  <"277A",3,24900,1186,27900>,
  <"277A",5,24900,1186,27900>,
  <"277A",6,24900,1186,27900>,
  <"277A",8,24900,1186,27900>,
  <"277B",1,25440,1205,28440>,
  <"277B",3,25440,1205,28440>,
  <"277B",5,25440,1205,28440>,
  <"277B",6,25440,1205,28440>,
  <"277B",8,25440,1205,28440>,
  <"278",3,25560,942,30360>,
  <"278",5,25560,942,30360>,
  <"278",6,25560,942,30360>,
  <"278",8,25560,942,30360>,
  <"278A",3,25620,961,30420>,
  <"278A",5,25620,961,30420>,
  <"278A",6,25620,961,30420>,
  <"278A",8,25620,961,30420>,
  <"278B",3,25920,790,30720>,
  <"278B",5,25920,790,30720>,
  <"278B",6,25920,790,30720>,
  <"278B",8,25920,790,30720>,
  <"279",2,26040,1750,29040>,
  <"279",3,26040,1750,29040>,
  <"279",11,26040,1750,29040>,
  <"279",13,26040,1750,29040>,
  <"279",5,26040,1750,29040>,
  <"279",7,26040,1750,29040>,
  <"279",8,26040,1750,29040>,
  <"279A",2,28020,973,31020>,
  <"279A",3,28020,973,31020>,
  <"279A",11,28020,973,31020>,
  <"279A",13,28020,973,31020>,
  <"279A",5,28020,973,31020>,
  <"279A",7,28020,973,31020>,
  <"279A",8,28020,973,31020>,
  <"279B",2,28980,1289,31980>,
  <"279B",3,28980,1289,31980>,
  <"279B",11,28980,1289,31980>,
  <"279B",13,28980,1289,31980>,
  <"279B",5,28980,1289,31980>,
  <"279B",7,28980,1289,31980>,
  <"279B",8,28980,1289,31980>,
  <"280",2,27120,1762,28920>,
  <"280",11,27120,1762,28920>,
  <"280",13,27120,1762,28920>,
  <"280",7,27120,1762,28920>,
  <"280A",2,27480,1413,29280>,
  <"280A",11,27480,1413,29280>,
  <"280A",13,27480,1413,29280>,
  <"280A",7,27480,1413,29280>,
  <"280B",2,30600,1366,32400>,
  <"280B",11,30600,1366,32400>,
  <"280B",13,30600,1366,32400>,
  <"280B",7,30600,1366,32400>,
  <"281",10,27120,1015,31920>,
  <"281",6,27120,1015,31920>,
  <"281",9,27120,1015,31920>,
  <"281A",10,30300,659,35100>,
  <"281A",6,30300,659,35100>,
  <"281A",9,30300,659,35100>,
  <"281B",10,27360,1037,32160>,
  <"281B",6,27360,1037,32160>,
  <"281B",9,27360,1037,32160>,
  <"282",3,27600,7748,40200>,
  <"282A",3,30180,11808,42780>,
  <"282B",3,27900,12600,40500>,
  <"283",2,27240,898,31740>,
  <"283",2,30840,898,32940>,
  <"283",7,27240,898,31740>,
  <"283",7,30840,898,32940>,
  <"283",9,27240,898,31740>,
  <"283",9,30840,898,32940>,
  <"283A",2,29640,1256,34140>,
  <"283A",2,33240,1256,35340>,
  <"283A",7,29640,1256,34140>,
  <"283A",7,33240,1256,35340>,
  <"283A",9,29640,1256,34140>,
  <"283A",9,33240,1256,35340>,
  <"283B",2,30360,1245,34860>,
  <"283B",2,33960,1245,36060>,
  <"283B",7,30360,1245,34860>,
  <"283B",7,33960,1245,36060>,
  <"283B",9,30360,1245,34860>,
  <"283B",9,33960,1245,36060>,
  <"284",5,28140,1567,31740>,
  <"284",6,28140,1567,31740>,
  <"284A",5,31020,1745,34620>,
  <"284A",6,31020,1745,34620>,
  <"284B",5,29640,1573,33240>,
  <"284B",6,29640,1573,33240>,
  <"285",2,25980,2610,28980>,
  <"285",3,25980,2610,28980>,
  <"285",11,25980,2610,28980>,
  <"285",13,25980,2610,28980>,
  <"285",7,25980,2610,28980>,
  <"285",8,25980,2610,28980>,
  <"285A",2,28980,2971,31980>,
  <"285A",3,28980,2971,31980>,
  <"285A",11,28980,2971,31980>,
  <"285A",13,28980,2971,31980>,
  <"285A",7,28980,2971,31980>,
  <"285A",8,28980,2971,31980>,
  <"285B",2,29160,1907,32160>,
  <"285B",3,29160,1907,32160>,
  <"285B",11,29160,1907,32160>,
  <"285B",13,29160,1907,32160>,
  <"285B",7,29160,1907,32160>,
  <"285B",8,29160,1907,32160>,
  <"286",10,29340,1335,31140>,
  <"286",10,30240,1335,32640>,
  <"286",6,29340,1335,31140>,
  <"286",6,30240,1335,32640>,
  <"286",9,29340,1335,31140>,
  <"286",9,30240,1335,32640>,
  <"286A",10,32100,1488,33900>,
  <"286A",10,33000,1488,35400>,
  <"286A",6,32100,1488,33900>,
  <"286A",6,33000,1488,35400>,
  <"286A",9,32100,1488,33900>,
  <"286A",9,33000,1488,35400>,
  <"286B",10,31380,909,33180>,
  <"286B",10,32280,909,34680>,
  <"286B",6,31380,909,33180>,
  <"286B",6,32280,909,34680>,
  <"286B",9,31380,909,33180>,
  <"286B",9,32280,909,34680>,
  <"287",1,31080,1818,44580>,
  <"287",3,31080,1818,41100>,
  <"287",5,31080,1818,44580>,
  <"287",6,31080,1818,44580>,
  <"287",8,31080,1818,43020>,
  <"287A",1,33060,3206,46560>,
  <"287A",3,33060,3206,43080>,
  <"287A",5,33060,3206,46560>,
  <"287A",6,33060,3206,46560>,
  <"287A",8,33060,3206,45000>,
  <"287B",1,33900,3457,47400>,
  <"287B",3,33900,3457,43920>,
  <"287B",5,33900,3457,47400>,
  <"287B",6,33900,3457,47400>,
  <"287B",8,33900,3457,45840>,
  <"288",1,30000,33869,65700>,
  <"288",2,30000,33869,65700>,
  <"288",3,30000,33869,65700>,
  <"288",13,30000,33869,65700>,
  <"288",7,30000,33869,65700>,
  <"288",8,30000,33869,65700>,
  <"288A",1,33360,19922,69060>,
  <"288A",2,33360,19922,69060>,
  <"288A",3,33360,19922,69060>,
  <"288A",13,33360,19922,69060>,
  <"288A",7,33360,19922,69060>,
  <"288A",8,33360,19922,69060>,
  <"288B",1,31260,27719,66960>,
  <"288B",2,31260,27719,66960>,
  <"288B",3,31260,27719,66960>,
  <"288B",13,31260,27719,66960>,
  <"288B",7,31260,27719,66960>,
  <"288B",8,31260,27719,66960>,
  <"289",6,29520,7451,37620>,
  <"289A",6,30120,6882,38220>,
  <"289B",6,32460,7488,40560>,
  <"290",1,28620,1297,30120>,
  <"290",1,29220,1297,31320>,
  <"290",3,28620,1297,30120>,
  <"290",3,29220,1297,31320>,
  <"290",5,28620,1297,30120>,
  <"290",5,29220,1297,31320>,
  <"290",6,28620,1297,30120>,
  <"290",6,29220,1297,31320>,
  <"290",8,28620,1297,30120>,
  <"290",8,29220,1297,31320>,
  <"290A",1,31260,971,32760>,
  <"290A",1,31860,971,33960>,
  <"290A",3,31260,971,32760>,
  <"290A",3,31860,971,33960>,
  <"290A",5,31260,971,32760>,
  <"290A",5,31860,971,33960>,
  <"290A",6,31260,971,32760>,
  <"290A",6,31860,971,33960>,
  <"290A",8,31260,971,32760>,
  <"290A",8,31860,971,33960>,
  <"290B",1,30600,828,32100>,
  <"290B",1,31200,828,33300>,
  <"290B",3,30600,828,32100>,
  <"290B",3,31200,828,33300>,
  <"290B",5,30600,828,32100>,
  <"290B",5,31200,828,33300>,
  <"290B",6,30600,828,32100>,
  <"290B",6,31200,828,33300>,
  <"290B",8,30600,828,32100>,
  <"290B",8,31200,828,33300>,
  <"291",6,31380,1142,38280>,
  <"291",9,31380,1142,38280>,
  <"291A",6,34320,1184,41220>,
  <"291A",9,34320,1184,41220>,
  <"291B",6,31860,1086,38760>,
  <"291B",9,31860,1086,38760>,
  <"292",11,30300,1771,32100>,
  <"292",7,30300,1771,32100>,
  <"292",9,30300,1771,32100>,
  <"292A",11,31440,1373,33240>,
  <"292A",7,31440,1373,33240>,
  <"292A",9,31440,1373,33240>,
  <"292B",11,33000,1226,34800>,
  <"292B",7,33000,1226,34800>,
  <"292B",9,33000,1226,34800>,
  <"293",10,31200,1470,32700>,
  <"293",5,31200,1470,32700>,
  <"293",6,31200,1470,32700>,
  <"293",9,31200,1470,32700>,
  <"293A",10,31200,1495,32700>,
  <"293A",5,31200,1495,32700>,
  <"293A",6,31200,1495,32700>,
  <"293A",9,31200,1495,32700>,
  <"293B",10,32880,751,34380>,
  <"293B",5,32880,751,34380>,
  <"293B",6,32880,751,34380>,
  <"293B",9,32880,751,34380>,
  <"294",2,31920,1255,36420>,
  <"294",3,31920,1255,36420>,
  <"294",10,31920,1255,36420>,
  <"294",7,31920,1255,36420>,
  <"294A",2,33660,801,38160>,
  <"294A",3,33660,801,38160>,
  <"294A",10,33660,801,38160>,
  <"294A",7,33660,801,38160>,
  <"294B",2,32280,1222,36780>,
  <"294B",3,32280,1222,36780>,
  <"294B",10,32280,1222,36780>,
  <"294B",7,32280,1222,36780>,
  <"295",5,31260,3483,37560>,
  <"295",6,31260,3483,37560>,
  <"295A",5,33060,3219,39360>,
  <"295A",6,33060,3219,39360>,
  <"295B",5,32100,5010,38400>,
  <"295B",6,32100,5010,38400>,
  <"296",1,32820,1256,39720>,
  <"296",3,32820,1256,39720>,
  <"296",5,32820,1256,39720>,
  <"296",6,32820,1256,39720>,
  <"296",8,32820,1256,39720>,
  <"296A",1,35220,1336,42120>,
  <"296A",3,35220,1336,42120>,
  <"296A",5,35220,1336,42120>,
  <"296A",6,35220,1336,42120>,
  <"296A",8,35220,1336,42120>,
  <"296B",1,34680,1366,41580>,
  <"296B",3,34680,1366,41580>,
  <"296B",5,34680,1366,41580>,
  <"296B",6,34680,1366,41580>,
  <"296B",8,34680,1366,41580>,
  <"297",7,33000,1380,38700>,
  <"297",9,33000,1380,38700>,
  <"297A",7,33840,1480,39540>,
  <"297A",9,33840,1480,39540>,
  <"297B",7,35160,846,40860>,
  <"297B",9,35160,846,40860>,
  <"298",7,31020,1172,37920>,
  <"298",9,31020,1172,37920>,
  <"298A",7,33900,1101,40800>,
  <"298A",9,33900,1101,40800>,
  <"298B",7,32400,1164,39300>,
  <"298B",9,32400,1164,39300>,
  <"299",1,34440,1674,37440>,
  <"299",3,34440,1674,37440>,
  <"299",13,34440,1674,37440>,
  <"299",5,34440,1674,37440>,
  <"299",6,34440,1674,37440>,
  <"299",8,34440,1674,37440>,
  <"299A",1,34740,1185,37740>,
  <"299A",3,34740,1185,37740>,
  <"299A",13,34740,1185,37740>,
  <"299A",5,34740,1185,37740>,
  <"299A",6,34740,1185,37740>,
  <"299A",8,34740,1185,37740>,
  <"299B",1,36660,1554,39660>,
  <"299B",3,36660,1554,39660>,
  <"299B",13,36660,1554,39660>,
  <"299B",5,36660,1554,39660>,
  <"299B",6,36660,1554,39660>,
  <"299B",8,36660,1554,39660>,
  <"300",1,32280,1491,34380>,
  <"300",3,32280,1491,34380>,
  <"300",11,32280,1491,34380>,
  <"300",13,32280,1491,34380>,
  <"300",5,32280,1491,34380>,
  <"300",6,32280,1491,34380>,
  <"300",8,32280,1491,34380>,
  <"300A",1,35160,1153,37260>,
  <"300A",3,35160,1153,37260>,
  <"300A",11,35160,1153,37260>,
  <"300A",13,35160,1153,37260>,
  <"300A",5,35160,1153,37260>,
  <"300A",6,35160,1153,37260>,
  <"300A",8,35160,1153,37260>,
  <"300B",1,32640,2040,34740>,
  <"300B",3,32640,2040,34740>,
  <"300B",11,32640,2040,34740>,
  <"300B",13,32640,2040,34740>,
  <"300B",5,32640,2040,34740>,
  <"300B",6,32640,2040,34740>,
  <"300B",8,32640,2040,34740>,
  <"301",1,33780,2893,43020>,
  <"301",2,33780,2893,47280>,
  <"301",3,33780,2893,47280>,
  <"301",5,33780,2893,42780>,
  <"301",7,33780,2893,47280>,
  <"301",8,33780,2893,47280>,
  <"301A",1,35820,3140,45060>,
  <"301A",2,35820,3140,49320>,
  <"301A",3,35820,3140,49320>,
  <"301A",5,35820,3140,44820>,
  <"301A",7,35820,3140,49320>,
  <"301A",8,35820,3140,49320>,
  <"301B",1,35340,2766,44580>,
  <"301B",2,35340,2766,48840>,
  <"301B",3,35340,2766,48840>,
  <"301B",5,35340,2766,44340>,
  <"301B",7,35340,2766,48840>,
  <"301B",8,35340,2766,48840>,
  <"302",10,35940,1367,39240>,
  <"302",6,35940,1367,39240>,
  <"302",9,35940,1367,39240>,
  <"302A",10,38280,1406,41580>,
  <"302A",6,38280,1406,41580>,
  <"302A",9,38280,1406,41580>,
  <"302B",10,36660,760,39960>,
  <"302B",6,36660,760,39960>,
  <"302B",9,36660,760,39960>,
  <"303",2,33840,1018,38640>,
  <"303",3,33840,1018,38640>,
  <"303",5,33840,1018,38640>,
  <"303",8,33840,1018,38640>,
  <"303A",2,35940,1004,40740>,
  <"303A",3,35940,1004,40740>,
  <"303A",5,35940,1004,40740>,
  <"303A",8,35940,1004,40740>,
  <"303B",2,34920,976,39720>,
  <"303B",3,34920,976,39720>,
  <"303B",5,34920,976,39720>,
  <"303B",8,34920,976,39720>,
  <"304",1,34020,1015,35520>,
  <"304",10,34020,1015,35520>,
  <"304",5,34020,1015,35520>,
  <"304",6,34020,1015,35520>,
  <"304A",1,36660,1380,38160>,
  <"304A",10,36660,1380,38160>,
  <"304A",5,36660,1380,38160>,
  <"304A",6,36660,1380,38160>,
  <"304B",1,34740,1084,36240>,
  <"304B",10,34740,1084,36240>,
  <"304B",5,34740,1084,36240>,
  <"304B",6,34740,1084,36240>,
  <"305",5,36420,4385,48120>,
  <"305",6,36420,4385,48120>,
  <"305",9,36420,4385,48120>,
  <"305A",5,37260,4340,48960>,
  <"305A",6,37260,4340,48960>,
  <"305A",9,37260,4340,48960>,
  <"305B",5,39540,8034,51240>,
  <"305B",6,39540,8034,51240>,
  <"305B",9,39540,8034,51240>,
  <"306",10,36660,1392,38160>,
  <"306",5,36660,1392,38160>,
  <"306",6,36660,1392,38160>,
  <"306A",10,39600,1323,41100>,
  <"306A",5,39600,1323,41100>,
  <"306A",6,39600,1323,41100>,
  <"306B",10,37800,1047,39300>,
  <"306B",5,37800,1047,39300>,
  <"306B",6,37800,1047,39300>,
  <"307",10,37620,1162,42120>,
  <"307",5,37620,1162,42120>,
  <"307",6,37620,1162,42120>,
  <"307A",10,40380,1325,44880>,
  <"307A",5,40380,1325,44880>,
  <"307A",6,40380,1325,44880>,
  <"307B",10,37980,1233,42480>,
  <"307B",5,37980,1233,42480>,
  <"307B",6,37980,1233,42480>,
  <"308",3,35640,745,40440>,
  <"308",5,35640,745,40440>,
  <"308",6,35640,745,40440>,
  <"308",8,35640,745,40440>,
  <"308A",3,38760,929,43560>,
  <"308A",5,38760,929,43560>,
  <"308A",6,38760,929,43560>,
  <"308A",8,38760,929,43560>,
  <"308B",3,38400,1003,43200>,
  <"308B",5,38400,1003,43200>,
  <"308B",6,38400,1003,43200>,
  <"308B",8,38400,1003,43200>,
  <"309",2,35580,845,40380>,
  <"309",7,35580,845,40380>,
  <"309",9,35580,845,40380>,
  <"309A",2,38160,756,42960>,
  <"309A",7,38160,756,42960>,
  <"309A",9,38160,756,42960>,
  <"309B",2,36540,710,41340>,
  <"309B",7,36540,710,41340>,
  <"309B",9,36540,710,41340>,
  <"310",1,38220,2060,51720>,
  <"310",3,38220,2060,48900>,
  <"310",5,38220,2060,51720>,
  <"310",6,38220,2060,51720>,
  <"310",8,38220,2060,50820>,
  <"310A",1,40140,2045,53640>,
  <"310A",3,40140,2045,50820>,
  <"310A",5,40140,2045,53640>,
  <"310A",6,40140,2045,53640>,
  <"310A",8,40140,2045,52740>,
  <"310B",1,39900,2136,53400>,
  <"310B",3,39900,2136,50580>,
  <"310B",5,39900,2136,53400>,
  <"310B",6,39900,2136,53400>,
  <"310B",8,39900,2136,52500>,
  <"311",1,36900,1448,39600>,
  <"311",3,36900,1448,39600>,
  <"311",5,36900,1448,39600>,
  <"311",6,36900,1448,39600>,
  <"311",8,36900,1448,39600>,
  <"311A",1,38760,1288,41460>,
  <"311A",3,38760,1288,41460>,
  <"311A",5,38760,1288,41460>,
  <"311A",6,38760,1288,41460>,
  <"311A",8,38760,1288,41460>,
  <"311B",1,39600,769,42300>,
  <"311B",3,39600,769,42300>,
  <"311B",5,39600,769,42300>,
  <"311B",6,39600,769,42300>,
  <"311B",8,39600,769,42300>,
  <"312",5,36180,1484,37980>,
  <"312",6,36180,1484,37980>,
  <"312",8,36180,1484,37980>,
  <"312A",5,37260,1679,39060>,
  <"312A",6,37260,1679,39060>,
  <"312A",8,37260,1679,39060>,
  <"312B",5,38940,1108,40740>,
  <"312B",6,38940,1108,40740>,
  <"312B",8,38940,1108,40740>,
  <"313",2,35880,989,37680>,
  <"313",11,35880,989,37680>,
  <"313",13,35880,989,37680>,
  <"313",7,35880,989,37680>,
  <"313A",2,37260,1393,39060>,
  <"313A",11,37260,1393,39060>,
  <"313A",13,37260,1393,39060>,
  <"313A",7,37260,1393,39060>,
  <"313B",2,36360,1067,38160>,
  <"313B",11,36360,1067,38160>,
  <"313B",13,36360,1067,38160>,
  <"313B",7,36360,1067,38160>,
  <"314",2,36240,1106,41640>,
  <"314",3,36240,1106,41640>,
  <"314",5,36240,1106,41640>,
  <"314",7,36240,1106,41640>,
  <"314",8,36240,1106,41640>,
  <"314A",2,39300,1311,44700>,
  <"314A",3,39300,1311,44700>,
  <"314A",5,39300,1311,44700>,
  <"314A",7,39300,1311,44700>,
  <"314A",8,39300,1311,44700>,
  <"314B",2,38100,883,43500>,
  <"314B",3,38100,883,43500>,
  <"314B",5,38100,883,43500>,
  <"314B",7,38100,883,43500>,
  <"314B",8,38100,883,43500>,
  <"315",1,37680,959,42780>,
  <"315",3,37680,959,42780>,
  <"315",13,37680,959,42780>,
  <"315",5,37680,959,42780>,
  <"315",6,37680,959,42780>,
  <"315",8,37680,959,42780>,
  <"315A",1,37860,1257,42960>,
  <"315A",3,37860,1257,42960>,
  <"315A",13,37860,1257,42960>,
  <"315A",5,37860,1257,42960>,
  <"315A",6,37860,1257,42960>,
  <"315A",8,37860,1257,42960>,
  <"315B",1,37860,1378,42960>,
  <"315B",3,37860,1378,42960>,
  <"315B",13,37860,1378,42960>,
  <"315B",5,37860,1378,42960>,
  <"315B",6,37860,1378,42960>,
  <"315B",8,37860,1378,42960>,
  <"316",2,39240,823,46140>,
  <"316",3,39240,823,46140>,
  <"316",7,39240,823,46140>,
  <"316",8,39240,823,46140>,
  <"316A",2,41100,1163,48000>,
  <"316A",3,41100,1163,48000>,
  <"316A",7,41100,1163,48000>,
  <"316A",8,41100,1163,48000>,
  <"316B",2,39540,1446,46440>,
  <"316B",3,39540,1446,46440>,
  <"316B",7,39540,1446,46440>,
  <"316B",8,39540,1446,46440>,
  <"317",10,39420,1106,42720>,
  <"317",6,39420,1106,42720>,
  <"317",9,39420,1106,42720>,
  <"317A",10,42780,915,46080>,
  <"317A",6,42780,915,46080>,
  <"317A",9,42780,915,46080>,
  <"317B",10,40740,975,44040>,
  <"317B",6,40740,975,44040>,
  <"317B",9,40740,975,44040>,
  <"318",1,40500,1902,44400>,
  <"318",3,40500,1902,44400>,
  <"318",5,40500,1902,44400>,
  <"318",6,40500,1902,44400>,
  <"318",8,40500,1902,44400>,
  <"318A",1,43440,1532,47340>,
  <"318A",3,43440,1532,47340>,
  <"318A",5,43440,1532,47340>,
  <"318A",6,43440,1532,47340>,
  <"318A",8,43440,1532,47340>,
  <"318B",1,41700,1641,45600>,
  <"318B",3,41700,1641,45600>,
  <"318B",5,41700,1641,45600>,
  <"318B",6,41700,1641,45600>,
  <"318B",8,41700,1641,45600>,
  <"319",2,42000,1228,44700>,
  <"319",3,42000,1228,44700>,
  <"319",5,42000,1228,44700>,
  <"319",8,42000,1228,44700>,
  <"319A",2,43620,1109,46320>,
  <"319A",3,43620,1109,46320>,
  <"319A",5,43620,1109,46320>,
  <"319A",8,43620,1109,46320>,
  <"319B",2,43200,1306,45900>,
  <"319B",3,43200,1306,45900>,
  <"319B",5,43200,1306,45900>,
  <"319B",8,43200,1306,45900>,
  <"320",2,39360,636,44160>,
  <"320",3,39360,636,44160>,
  <"320",7,39360,636,44160>,
  <"320A",2,40560,990,45360>,
  <"320A",3,40560,990,45360>,
  <"320A",7,40560,990,45360>,
  <"320B",2,42060,627,46860>,
  <"320B",3,42060,627,46860>,
  <"320B",7,42060,627,46860>,
  <"321",2,41460,1571,44460>,
  <"321",3,41460,1571,44460>,
  <"321",11,41460,1571,44460>,
  <"321",13,41460,1571,44460>,
  <"321",5,41460,1571,44460>,
  <"321",7,41460,1571,44460>,
  <"321",8,41460,1571,44460>,
  <"321A",2,41520,1127,44520>,
  <"321A",3,41520,1127,44520>,
  <"321A",11,41520,1127,44520>,
  <"321A",13,41520,1127,44520>,
  <"321A",5,41520,1127,44520>,
  <"321A",7,41520,1127,44520>,
  <"321A",8,41520,1127,44520>,
  <"321B",2,43260,952,46260>,
  <"321B",3,43260,952,46260>,
  <"321B",11,43260,952,46260>,
  <"321B",13,43260,952,46260>,
  <"321B",5,43260,952,46260>,
  <"321B",7,43260,952,46260>,
  <"321B",8,43260,952,46260>,
  <"322",5,41760,1740,45360>,
  <"322",6,41760,1740,45360>,
  <"322A",5,42240,984,45840>,
  <"322A",6,42240,984,45840>,
  <"322B",5,44760,1026,48360>,
  <"322B",6,44760,1026,48360>,
  <"323",6,41880,1900,45180>,
  <"323",9,41880,1900,45180>,
  <"323A",6,42900,1593,46200>,
  <"323A",9,42900,1593,46200>,
  <"323B",6,43320,1927,46620>,
  <"323B",9,43320,1927,46620>,
  <"324",5,43380,1743,45180>,
  <"324",6,43380,1743,45180>,
  <"324",8,43380,1743,45180>,
  <"324A",5,43620,1206,45420>,
  <"324A",6,43620,1206,45420>,
  <"324A",8,43620,1206,45420>,
  <"324B",5,46500,1501,48300>,
  <"324B",6,46500,1501,48300>,
  <"324B",8,46500,1501,48300>,
  <"325",1,44400,1462,46800>,
  <"325",11,43800,1462,46800>,
  <"325",5,44100,1462,46800>,
  <"325",6,43800,1462,46800>,
  <"325A",1,46440,1291,48840>,
  <"325A",11,45840,1291,48840>,
  <"325A",5,46140,1291,48840>,
  <"325A",6,45840,1291,48840>,
  <"325B",1,45060,1227,47460>,
  <"325B",11,44460,1227,47460>,
  <"325B",5,44760,1227,47460>,
  <"325B",6,44460,1227,47460>,
  <"326",6,43860,1656,47460>,
  <"326",7,43860,1656,47460>,
  <"326",9,43860,1656,47460>,
  <"326A",6,44760,1229,48360>,
  <"326A",7,44760,1229,48360>,
  <"326A",9,44760,1229,48360>,
  <"326B",6,46140,954,49740>,
  <"326B",7,46140,954,49740>,
  <"326B",9,46140,954,49740>,
  <"327",2,45600,920,48300>,
  <"327",3,45600,920,48300>,
  <"327",7,45600,920,48300>,
  <"327A",2,47220,1195,49920>,
  <"327A",3,47220,1195,49920>,
  <"327A",7,47220,1195,49920>,
  <"327B",2,47040,972,49740>,
  <"327B",3,47040,972,49740>,
  <"327B",7,47040,972,49740>,
  <"328",1,43020,1218,45720>,
  <"328",3,43020,1218,45720>,
  <"328",5,43020,1218,45720>,
  <"328",6,43020,1218,45720>,
  <"328",8,43020,1218,45720>,
  <"328A",1,43800,837,46500>,
  <"328A",3,43800,837,46500>,
  <"328A",5,43800,837,46500>,
  <"328A",6,43800,837,46500>,
  <"328A",8,43800,837,46500>,
  <"328B",1,43920,1231,46620>,
  <"328B",3,43920,1231,46620>,
  <"328B",5,43920,1231,46620>,
  <"328B",6,43920,1231,46620>,
  <"328B",8,43920,1231,46620>,
  <"329",10,44940,721,49740>,
  <"329",6,44940,721,49740>,
