STATION|NAMES, name, id, nbAntennas
STATION|KEYS, 0, 1, 0
STATION, POGO, 1, 13
STATION, HULA, 2, 7
STATION, COOK, 3, 12
STATION, INDI, 4, 2
STATION, BOSS, 5, 10
STATION, LION, 6, 9
STATION, GUAM, 7, 5
STATION, PIKE, 8, 6
STATION, REEF, 9, 1
STATION, HAWK, 10, 10
STATION, DICE, 11, 7
STATION, EVCF, 12, 10
STATION, SUN3, 13, 5

ALTERNATIVE|NAMES, taskName, stationId, startMin, duration, endMax
ALTERNATIVE, 218A, 9, 9360, 845, 12660
ALTERNATIVE, 218B, 10, 9420, 751, 12720
ALTERNATIVE, 218B, 6, 9420, 751, 12720
ALTERNATIVE, 218B, 9, 9420, 751, 12720
ALTERNATIVE, 219, 1, 8760, 997, 11460
ALTERNATIVE, 219, 3, 8760, 997, 11460
ALTERNATIVE, 219, 5, 8760, 997, 11460
ALTERNATIVE, 219, 6, 8760, 997, 11460
ALTERNATIVE, 219, 8, 8760, 997, 11460
ALTERNATIVE, 219A, 1, 9060, 1017, 11760
ALTERNATIVE, 219A, 3, 9060, 1017, 11760
ALTERNATIVE, 219A, 5, 9060, 1017, 11760
ALTERNATIVE, 219A, 6, 9060, 1017, 11760
ALTERNATIVE, 219A, 8, 9060, 1017, 11760
ALTERNATIVE, 219B, 1, 9660, 986, 12360
ALTERNATIVE, 219B, 3, 9660, 986, 12360
ALTERNATIVE, 219B, 5, 9660, 986, 12360
ALTERNATIVE, 219B, 6, 9660, 986, 12360
ALTERNATIVE, 219B, 8, 9660, 986, 12360
ALTERNATIVE, 220, 3, 8340, 1278, 12840
ALTERNATIVE, 220, 10, 8340, 1278, 12840
ALTERNATIVE, 220, 5, 8340, 1278, 12840
ALTERNATIVE, 220, 6, 8340, 1278, 12840
ALTERNATIVE, 220, 8, 8340, 1278, 12840
ALTERNATIVE, 220A, 3, 11760, 1212, 16260
ALTERNATIVE, 220A, 10, 11760, 1212, 16260
ALTERNATIVE, 220A, 5, 11760, 1212, 16260
ALTERNATIVE, 220A, 6, 11760, 1212, 16260
ALTERNATIVE, 220A, 8, 11760, 1212, 16260
ALTERNATIVE, 220B, 3, 9300, 832, 13800
ALTERNATIVE, 220B, 10, 9300, 832, 13800
ALTERNATIVE, 220B, 5, 9300, 832, 13800
ALTERNATIVE, 220B, 6, 9300, 832, 13800
ALTERNATIVE, 220B, 8, 9300, 832, 13800
ALTERNATIVE, 221, 6, 10140, 1215, 13740
ALTERNATIVE, 221, 9, 10140, 1215, 13740
ALTERNATIVE, 221A, 6, 12000, 1314, 15600
ALTERNATIVE, 221A, 9, 12000, 1314, 15600
ALTERNATIVE, 221B, 6, 12360, 1373, 15960
ALTERNATIVE, 221B, 9, 12360, 1373, 15960
ALTERNATIVE, 222, 2, 7920, 1132, 12720
ALTERNATIVE, 222, 3, 7920, 1132, 12720
ALTERNATIVE, 222, 5, 7920, 1132, 12720
ALTERNATIVE, 222, 7, 7920, 1132, 12720
ALTERNATIVE, 222, 8, 7920, 1132, 12720
ALTERNATIVE, 222A, 2, 10800, 905, 15600
ALTERNATIVE, 222A, 3, 10800, 905, 15600
ALTERNATIVE, 222A, 5, 10800, 905, 15600
ALTERNATIVE, 222A, 7, 10800, 905, 15600
ALTERNATIVE, 222A, 8, 10800, 905, 15600
ALTERNATIVE, 222B, 2, 10740, 691, 15540
ALTERNATIVE, 222B, 3, 10740, 691, 15540
ALTERNATIVE, 222B, 5, 10740, 691, 15540
ALTERNATIVE, 222B, 7, 10740, 691, 15540
ALTERNATIVE, 222B, 8, 10740, 691, 15540
ALTERNATIVE, 223, 2, 9600, 746, 14400
ALTERNATIVE, 223, 3, 9600, 746, 14400
ALTERNATIVE, 223, 7, 9600, 746, 14400
ALTERNATIVE, 223A, 2, 12660, 1152, 17460
ALTERNATIVE, 223A, 3, 12660, 1152, 17460
ALTERNATIVE, 223A, 7, 12660, 1152, 17460
ALTERNATIVE, 223B, 2, 9720, 1004, 14520
ALTERNATIVE, 223B, 3, 9720, 1004, 14520
ALTERNATIVE, 223B, 7, 9720, 1004, 14520
ALTERNATIVE, 224, 2, 10440, 1138, 17340
ALTERNATIVE, 224, 3, 10440, 1138, 17340
ALTERNATIVE, 224, 7, 10440, 1138, 17340
ALTERNATIVE, 224, 8, 10440, 1138, 17340
ALTERNATIVE, 224A, 2, 11220, 780, 18120
ALTERNATIVE, 224A, 3, 11220, 780, 18120
ALTERNATIVE, 224A, 7, 11220, 780, 18120
ALTERNATIVE, 224A, 8, 11220, 780, 18120
ALTERNATIVE, 224B, 2, 12180, 1173, 19080
ALTERNATIVE, 224B, 3, 12180, 1173, 19080
ALTERNATIVE, 224B, 7, 12180, 1173, 19080
ALTERNATIVE, 224B, 8, 12180, 1173, 19080
ALTERNATIVE, 225, 2, 10740, 1181, 15240
ALTERNATIVE, 225, 3, 10740, 1181, 15240
ALTERNATIVE, 225, 5, 10740, 1181, 15240
ALTERNATIVE, 225, 8, 10740, 1181, 15240
ALTERNATIVE, 225A, 2, 12780, 1403, 17280
ALTERNATIVE, 225A, 3, 12780, 1403, 17280
ALTERNATIVE, 225A, 5, 12780, 1403, 17280
ALTERNATIVE, 225A, 8, 12780, 1403, 17280
ALTERNATIVE, 225B, 2, 11400, 948, 15900
ALTERNATIVE, 225B, 3, 11400, 948, 15900
ALTERNATIVE, 225B, 5, 11400, 948, 15900
ALTERNATIVE, 225B, 8, 11400, 948, 15900
ALTERNATIVE, 226, 7, 10380, 1616, 14280
ALTERNATIVE, 226, 9, 10380, 1616, 14280
ALTERNATIVE, 226A, 7, 12720, 1185, 16620
ALTERNATIVE, 226A, 9, 12720, 1185, 16620
ALTERNATIVE, 226B, 7, 10740, 1192, 14640
ALTERNATIVE, 226B, 9, 10740, 1192, 14640
ALTERNATIVE, 227, 6, 12060, 1035, 15660
ALTERNATIVE, 227, 9, 12060, 1035, 15660
ALTERNATIVE, 227A, 6, 14760, 1245, 18360
ALTERNATIVE, 227A, 9, 14760, 1245, 18360
ALTERNATIVE, 227B, 6, 14040, 1248, 17640
ALTERNATIVE, 227B, 9, 14040, 1248, 17640
ALTERNATIVE, 228, 6, 10560, 1333, 17460
ALTERNATIVE, 228, 7, 10560, 1333, 17460
ALTERNATIVE, 228, 9, 10560, 1333, 17460
ALTERNATIVE, 228A, 6, 11880, 1252, 18780
ALTERNATIVE, 228A, 7, 11880, 1252, 18780
ALTERNATIVE, 228A, 9, 11880, 1252, 18780
ALTERNATIVE, 228B, 6, 11640, 1327, 18540
ALTERNATIVE, 228B, 7, 11640, 1327, 18540
ALTERNATIVE, 228B, 9, 11640, 1327, 18540
ALTERNATIVE, 229, 1, 11760, 1163, 16560
ALTERNATIVE, 229, 10, 11760, 1163, 16560
ALTERNATIVE, 229, 5, 11760, 1163, 16560
ALTERNATIVE, 229, 6, 11760, 1163, 16560
ALTERNATIVE, 229, 8, 11760, 1163, 16560
ALTERNATIVE, 229A, 1, 12720, 641, 17520
ALTERNATIVE, 229A, 10, 12720, 641, 17520
ALTERNATIVE, 229A, 5, 12720, 641, 17520
ALTERNATIVE, 229A, 6, 12720, 641, 17520
ALTERNATIVE, 229A, 8, 12720, 641, 17520
ALTERNATIVE, 229B, 1, 12300, 1117, 17100
ALTERNATIVE, 229B, 10, 12300, 1117, 17100
ALTERNATIVE, 229B, 5, 12300, 1117, 17100
ALTERNATIVE, 229B, 6, 12300, 1117, 17100
ALTERNATIVE, 229B, 8, 12300, 1117, 17100
ALTERNATIVE, 230, 2, 12180, 844, 16980
ALTERNATIVE, 230, 7, 12180, 844, 16980
ALTERNATIVE, 230, 9, 12180, 844, 16980
ALTERNATIVE, 230A, 2, 12480, 1154, 17280
ALTERNATIVE, 230A, 7, 12480, 1154, 17280
ALTERNATIVE, 230A, 9, 12480, 1154, 17280
ALTERNATIVE, 230B, 2, 13380, 1123, 18180
ALTERNATIVE, 230B, 7, 13380, 1123, 18180
ALTERNATIVE, 230B, 9, 13380, 1123, 18180
ALTERNATIVE, 231, 1, 10440, 1060, 13440
ALTERNATIVE, 231, 2, 10440, 1060, 13440
ALTERNATIVE, 231, 3, 10440, 1060, 13440
ALTERNATIVE, 231, 13, 10440, 1060, 13440
ALTERNATIVE, 231, 5, 10440, 1060, 12300
ALTERNATIVE, 231, 7, 10440, 1060, 13440
ALTERNATIVE, 231, 8, 10440, 1060, 13440
ALTERNATIVE, 231A, 1, 11100, 1092, 14100
ALTERNATIVE, 231A, 2, 11100, 1092, 14100
ALTERNATIVE, 231A, 3, 11100, 1092, 14100
ALTERNATIVE, 231A, 13, 11100, 1092, 14100
ALTERNATIVE, 231A, 5, 11100, 1092, 12960
ALTERNATIVE, 231A, 7, 11100, 1092, 14100
ALTERNATIVE, 231A, 8, 11100, 1092, 14100
ALTERNATIVE, 231B, 1, 12480, 1527, 15480
ALTERNATIVE, 231B, 2, 12480, 1527, 15480
ALTERNATIVE, 231B, 3, 12480, 1527, 15480
ALTERNATIVE, 231B, 13, 12480, 1527, 15480
ALTERNATIVE, 231B, 5, 12480, 1527, 14340
ALTERNATIVE, 231B, 7, 12480, 1527, 15480
ALTERNATIVE, 231B, 8, 12480, 1527, 15480
ALTERNATIVE, 232, 2, 13560, 1452, 16560
ALTERNATIVE, 232, 3, 13560, 1452, 16560
ALTERNATIVE, 232, 11, 13560, 1452, 16560
ALTERNATIVE, 232, 13, 13560, 1452, 16560
ALTERNATIVE, 232, 5, 13560, 1452, 16560
ALTERNATIVE, 232, 7, 13560, 1452, 16560
ALTERNATIVE, 232, 8, 13560, 1452, 16560
ALTERNATIVE, 232A, 2, 15300, 1156, 18300
ALTERNATIVE, 232A, 3, 15300, 1156, 18300
ALTERNATIVE, 232A, 11, 15300, 1156, 18300
ALTERNATIVE, 232A, 13, 15300, 1156, 18300
ALTERNATIVE, 232A, 5, 15300, 1156, 18300
ALTERNATIVE, 232A, 7, 15300, 1156, 18300
ALTERNATIVE, 232A, 8, 15300, 1156, 18300
ALTERNATIVE, 232B, 2, 15480, 1070, 18480
ALTERNATIVE, 232B, 3, 15480, 1070, 18480
ALTERNATIVE, 232B, 11, 15480, 1070, 18480
ALTERNATIVE, 232B, 13, 15480, 1070, 18480
ALTERNATIVE, 232B, 5, 15480, 1070, 18480
ALTERNATIVE, 232B, 7, 15480, 1070, 18480
ALTERNATIVE, 232B, 8, 15480, 1070, 18480
ALTERNATIVE, 233, 2, 12660, 1089, 17160
ALTERNATIVE, 233, 3, 12660, 1089, 17160
ALTERNATIVE, 233, 10, 12660, 1089, 17160
ALTERNATIVE, 233, 7, 12660, 1089, 17160
ALTERNATIVE, 233, 8, 12660, 1089, 17160
ALTERNATIVE, 233A, 2, 15120, 1187, 19620
ALTERNATIVE, 233A, 3, 15120, 1187, 19620
ALTERNATIVE, 233A, 10, 15120, 1187, 19620
ALTERNATIVE, 233A, 7, 15120, 1187, 19620
ALTERNATIVE, 233A, 8, 15120, 1187, 19620
ALTERNATIVE, 233B, 2, 12780, 1290, 17280
ALTERNATIVE, 233B, 3, 12780, 1290, 17280
ALTERNATIVE, 233B, 10, 12780, 1290, 17280
ALTERNATIVE, 233B, 7, 12780, 1290, 17280
ALTERNATIVE, 233B, 8, 12780, 1290, 17280
ALTERNATIVE, 234, 9, 11760, 2290, 15960
ALTERNATIVE, 234A, 9, 14760, 1837, 18960
ALTERNATIVE, 234B, 9, 12000, 1620, 16200
ALTERNATIVE, 235, 1, 14520, 9041, 24240
ALTERNATIVE, 235, 11, 14520, 9041, 24240
ALTERNATIVE, 235, 6, 14520, 9041, 24240
ALTERNATIVE, 235A, 1, 15240, 6324, 24960
ALTERNATIVE, 235A, 11, 15240, 6324, 24960
ALTERNATIVE, 235A, 6, 15240, 6324, 24960
ALTERNATIVE, 235B, 1, 15660, 8394, 25380
ALTERNATIVE, 235B, 11, 15660, 8394, 25380
ALTERNATIVE, 235B, 6, 15660, 8394, 25380
ALTERNATIVE, 236, 10, 14460, 1335, 17760
ALTERNATIVE, 236, 6, 14460, 1335, 17760
ALTERNATIVE, 236, 9, 14460, 1335, 17760
ALTERNATIVE, 236A, 10, 14460, 1479, 17760
ALTERNATIVE, 236A, 6, 14460, 1479, 17760
ALTERNATIVE, 236A, 9, 14460, 1479, 17760
ALTERNATIVE, 236B, 10, 15000, 1050, 18300
ALTERNATIVE, 236B, 6, 15000, 1050, 18300
ALTERNATIVE, 236B, 9, 15000, 1050, 18300
ALTERNATIVE, 237, 11, 13680, 1212, 15180
ALTERNATIVE, 237, 6, 13680, 1212, 15180
ALTERNATIVE, 237, 7, 13680, 1212, 15180
ALTERNATIVE, 237, 9, 13680, 1212, 15180
ALTERNATIVE, 237A, 11, 14940, 1320, 16440
ALTERNATIVE, 237A, 6, 14940, 1320, 16440
ALTERNATIVE, 237A, 7, 14940, 1320, 16440
ALTERNATIVE, 237A, 9, 14940, 1320, 16440
ALTERNATIVE, 237B, 11, 14160, 1221, 15660
ALTERNATIVE, 237B, 6, 14160, 1221, 15660
ALTERNATIVE, 237B, 7, 14160, 1221, 15660
ALTERNATIVE, 237B, 9, 14160, 1221, 15660
ALTERNATIVE, 238, 10, 14160, 866, 18960
ALTERNATIVE, 238, 5, 14160, 866, 18960
ALTERNATIVE, 238, 6, 14160, 866, 18960
ALTERNATIVE, 238, 9, 14160, 866, 18960
ALTERNATIVE, 238A, 10, 16800, 795, 21600
ALTERNATIVE, 238A, 5, 16800, 795, 21600
ALTERNATIVE, 238A, 6, 16800, 795, 21600
ALTERNATIVE, 238A, 9, 16800, 795, 21600
ALTERNATIVE, 238B, 10, 17700, 1190, 22500
ALTERNATIVE, 238B, 5, 17700, 1190, 22500
ALTERNATIVE, 238B, 6, 17700, 1190, 22500
ALTERNATIVE, 238B, 9, 17700, 1190, 22500
ALTERNATIVE, 239, 6, 13140, 4097, 19440
ALTERNATIVE, 239, 9, 13140, 4097, 19440
ALTERNATIVE, 239A, 6, 16200, 4162, 22500
ALTERNATIVE, 239A, 9, 16200, 4162, 22500
ALTERNATIVE, 239B, 6, 13860, 5944, 20160
ALTERNATIVE, 239B, 9, 13860, 5944, 20160
ALTERNATIVE, 240, 11, 13440, 1028, 16440
ALTERNATIVE, 240, 6, 13560, 1028, 16440
ALTERNATIVE, 240, 9, 13980, 1028, 16440
ALTERNATIVE, 240A, 11, 15300, 1122, 18300
ALTERNATIVE, 240A, 6, 15420, 1122, 18300
ALTERNATIVE, 240A, 9, 15840, 1122, 18300
ALTERNATIVE, 240B, 11, 15540, 1213, 18540
ALTERNATIVE, 240B, 6, 15660, 1213, 18540
ALTERNATIVE, 240B, 9, 16080, 1213, 18540
ALTERNATIVE, 241, 5, 13860, 1019, 18360
ALTERNATIVE, 241, 6, 13860, 1019, 18360
ALTERNATIVE, 241A, 5, 15180, 762, 19680
ALTERNATIVE, 241A, 6, 15180, 762, 19680
ALTERNATIVE, 241B, 5, 15420, 807, 19920
ALTERNATIVE, 241B, 6, 15420, 807, 19920
ALTERNATIVE, 242, 6, 14160, 4453, 20760
ALTERNATIVE, 242, 9, 14160, 4453, 20760
ALTERNATIVE, 242A, 6, 16020, 4165, 22620
ALTERNATIVE, 242A, 9, 16020, 4165, 22620
ALTERNATIVE, 242B, 6, 14820, 4993, 21420
ALTERNATIVE, 242B, 9, 14820, 4993, 21420
ALTERNATIVE, 243, 2, 15000, 2654, 19800
ALTERNATIVE, 243, 3, 15000, 2654, 19800
ALTERNATIVE, 243, 5, 15000, 2654, 19800
ALTERNATIVE, 243, 8, 15000, 2654, 19800
ALTERNATIVE, 243A, 2, 18120, 1872, 22920
ALTERNATIVE, 243A, 3, 18120, 1872, 22920
ALTERNATIVE, 243A, 5, 18120, 1872, 22920
ALTERNATIVE, 243A, 8, 18120, 1872, 22920
ALTERNATIVE, 243B, 2, 17280, 2605, 22080
ALTERNATIVE, 243B, 3, 17280, 2605, 22080
ALTERNATIVE, 243B, 5, 17280, 2605, 22080
ALTERNATIVE, 243B, 8, 17280, 2605, 22080
ALTERNATIVE, 244, 1, 17640, 793, 20340
ALTERNATIVE, 244, 3, 17640, 793, 20340
ALTERNATIVE, 244, 5, 17640, 793, 20340
ALTERNATIVE, 244, 6, 17640, 793, 20340
ALTERNATIVE, 244, 8, 17640, 793, 20340
ALTERNATIVE, 244A, 1, 17940, 804, 20640
ALTERNATIVE, 244A, 3, 17940, 804, 20640
ALTERNATIVE, 244A, 5, 17940, 804, 20640
ALTERNATIVE, 244A, 6, 17940, 804, 20640
ALTERNATIVE, 244A, 8, 17940, 804, 20640
ALTERNATIVE, 244B, 1, 17760, 998, 20460
ALTERNATIVE, 244B, 3, 17760, 998, 20460
ALTERNATIVE, 244B, 5, 17760, 998, 20460
ALTERNATIVE, 244B, 6, 17760, 998, 20460
ALTERNATIVE, 244B, 8, 17760, 998, 20460
ALTERNATIVE, 245, 1, 15780, 2001, 23820
ALTERNATIVE, 245, 2, 15780, 2001, 29280
ALTERNATIVE, 245, 3, 15780, 2001, 29280
ALTERNATIVE, 245, 5, 15780, 2001, 27300
ALTERNATIVE, 245, 7, 15780, 2001, 21720
ALTERNATIVE, 245, 8, 15780, 2001, 29280
ALTERNATIVE, 245A, 1, 17580, 2919, 25620
ALTERNATIVE, 245A, 2, 17580, 2919, 31080
ALTERNATIVE, 245A, 3, 17580, 2919, 31080
ALTERNATIVE, 245A, 5, 17580, 2919, 29100
ALTERNATIVE, 245A, 7, 17580, 2919, 23520
ALTERNATIVE, 245A, 8, 17580, 2919, 31080
ALTERNATIVE, 245B, 1, 18900, 2536, 26940
ALTERNATIVE, 245B, 2, 18900, 2536, 32400
ALTERNATIVE, 245B, 3, 18900, 2536, 32400
ALTERNATIVE, 245B, 5, 18900, 2536, 30420
ALTERNATIVE, 245B, 7, 18900, 2536, 24840
ALTERNATIVE, 245B, 8, 18900, 2536, 32400
ALTERNATIVE, 246, 7, 17700, 924, 24600
ALTERNATIVE, 246, 9, 17700, 924, 24600
ALTERNATIVE, 246A, 7, 19080, 1289, 25980
ALTERNATIVE, 246A, 9, 19080, 1289, 25980
ALTERNATIVE, 246B, 7, 18660, 1468, 25560
ALTERNATIVE, 246B, 9, 18660, 1468, 25560
ALTERNATIVE, 247, 6, 16860, 1257, 23760
ALTERNATIVE, 247, 9, 16860, 1257, 23760
ALTERNATIVE, 247A, 6, 17340, 1492, 24240
ALTERNATIVE, 247A, 9, 17340, 1492, 24240
ALTERNATIVE, 247B, 6, 17940, 968, 24840
ALTERNATIVE, 247B, 9, 17940, 968, 24840
ALTERNATIVE, 248, 11, 17460, 1130, 19260
ALTERNATIVE, 248, 6, 17460, 1130, 19260
ALTERNATIVE, 248, 7, 17460, 1130, 19260
ALTERNATIVE, 248, 9, 17460, 1130, 19260
ALTERNATIVE, 248A, 11, 18360, 1332, 20160
ALTERNATIVE, 248A, 6, 18360, 1332, 20160
ALTERNATIVE, 248A, 7, 18360, 1332, 20160
ALTERNATIVE, 248A, 9, 18360, 1332, 20160
ALTERNATIVE, 248B, 11, 18300, 1278, 20100
ALTERNATIVE, 248B, 6, 18300, 1278, 20100
ALTERNATIVE, 248B, 7, 18300, 1278, 20100
ALTERNATIVE, 248B, 9, 18300, 1278, 20100
ALTERNATIVE, 249, 2, 18240, 912, 22740
ALTERNATIVE, 249, 3, 18240, 912, 22740
ALTERNATIVE, 249, 10, 18240, 912, 22740
ALTERNATIVE, 249, 5, 18240, 912, 22740
ALTERNATIVE, 249, 8, 18240, 912, 22740
ALTERNATIVE, 249A, 2, 21420, 1214, 25920
ALTERNATIVE, 249A, 3, 21420, 1214, 25920
ALTERNATIVE, 249A, 10, 21420, 1214, 25920
ALTERNATIVE, 249A, 5, 21420, 1214, 25920
ALTERNATIVE, 249A, 8, 21420, 1214, 25920
ALTERNATIVE, 249B, 2, 20820, 1033, 25320
ALTERNATIVE, 249B, 3, 20820, 1033, 25320
ALTERNATIVE, 249B, 10, 20820, 1033, 25320
ALTERNATIVE, 249B, 5, 20820, 1033, 25320
ALTERNATIVE, 249B, 8, 20820, 1033, 25320
ALTERNATIVE, 250, 1, 17220, 1077, 24120
ALTERNATIVE, 250, 5, 17220, 1077, 24120
ALTERNATIVE, 250, 6, 17220, 1077, 24120
ALTERNATIVE, 250, 8, 17220, 1077, 24120
ALTERNATIVE, 250A, 1, 17400, 819, 24300
ALTERNATIVE, 250A, 5, 17400, 819, 24300
ALTERNATIVE, 250A, 6, 17400, 819, 24300
ALTERNATIVE, 250A, 8, 17400, 819, 24300
ALTERNATIVE, 250B, 1, 19680, 1017, 26580
ALTERNATIVE, 250B, 5, 19680, 1017, 26580
ALTERNATIVE, 250B, 6, 19680, 1017, 26580
ALTERNATIVE, 250B, 8, 19680, 1017, 26580
ALTERNATIVE, 251, 1, 17700, 5968, 29400
ALTERNATIVE, 251, 5, 17700, 5968, 29400
ALTERNATIVE, 251, 6, 17700, 5968, 29400
ALTERNATIVE, 251, 9, 17700, 5968, 29400
ALTERNATIVE, 251A, 1, 21180, 5710, 32880
ALTERNATIVE, 251A, 5, 21180, 5710, 32880
ALTERNATIVE, 251A, 6, 21180, 5710, 32880
ALTERNATIVE, 251A, 9, 21180, 5710, 32880
ALTERNATIVE, 251B, 1, 17880, 6109, 29580
ALTERNATIVE, 251B, 5, 17880, 6109, 29580
ALTERNATIVE, 251B, 6, 17880, 6109, 29580
ALTERNATIVE, 251B, 9, 17880, 6109, 29580
ALTERNATIVE, 252, 2, 18420, 2744, 21720
ALTERNATIVE, 252, 3, 18420, 2744, 21720
ALTERNATIVE, 252, 5, 18420, 2744, 21720
ALTERNATIVE, 252, 8, 18420, 2744, 21720
ALTERNATIVE, 252A, 2, 21000, 2848, 24300
ALTERNATIVE, 252A, 3, 21000, 2848, 24300
ALTERNATIVE, 252A, 5, 21000, 2848, 24300
ALTERNATIVE, 252A, 8, 21000, 2848, 24300
ALTERNATIVE, 252B, 2, 20580, 1946, 23880
ALTERNATIVE, 252B, 3, 20580, 1946, 23880
ALTERNATIVE, 252B, 5, 20580, 1946, 23880
ALTERNATIVE, 252B, 8, 20580, 1946, 23880
ALTERNATIVE, 253, 1, 19020, 1124, 23820
ALTERNATIVE, 253, 10, 19020, 1124, 23820
ALTERNATIVE, 253, 5, 19020, 1124, 23820
ALTERNATIVE, 253, 6, 19020, 1124, 23820
ALTERNATIVE, 253, 8, 19020, 1124, 23820
ALTERNATIVE, 253A, 1, 19380, 1061, 24180
ALTERNATIVE, 253A, 10, 19380, 1061, 24180
ALTERNATIVE, 253A, 5, 19380, 1061, 24180
ALTERNATIVE, 253A, 6, 19380, 1061, 24180
ALTERNATIVE, 253A, 8, 19380, 1061, 24180
ALTERNATIVE, 253B, 1, 19920, 623, 24720
ALTERNATIVE, 253B, 10, 19920, 623, 24720
ALTERNATIVE, 253B, 5, 19920, 623, 24720
ALTERNATIVE, 253B, 6, 19920, 623, 24720
ALTERNATIVE, 253B, 8, 19920, 623, 24720
ALTERNATIVE, 254, 10, 19200, 1094, 22500
ALTERNATIVE, 254, 6, 19200, 1094, 22500
ALTERNATIVE, 254, 9, 19200, 1094, 22500
ALTERNATIVE, 254A, 10, 20100, 767, 23400
ALTERNATIVE, 254A, 6, 20100, 767, 23400
ALTERNATIVE, 254A, 9, 20100, 767, 23400
ALTERNATIVE, 254B, 10, 20220, 1264, 23520
ALTERNATIVE, 254B, 6, 20220, 1264, 23520
ALTERNATIVE, 254B, 9, 20220, 1264, 23520
ALTERNATIVE, 255, 10, 18540, 861, 23040
ALTERNATIVE, 255, 6, 18540, 861, 23040
ALTERNATIVE, 255, 7, 18540, 861, 23040
ALTERNATIVE, 255, 9, 18540, 861, 23040
ALTERNATIVE, 255A, 10, 19260, 1492, 23760
ALTERNATIVE, 255A, 6, 19260, 1492, 23760
ALTERNATIVE, 255A, 7, 19260, 1492, 23760
ALTERNATIVE, 255A, 9, 19260, 1492, 23760
ALTERNATIVE, 255B, 10, 21900, 1168, 26400
ALTERNATIVE, 255B, 6, 21900, 1168, 26400
ALTERNATIVE, 255B, 7, 21900, 1168, 26400
ALTERNATIVE, 255B, 9, 21900, 1168, 26400
ALTERNATIVE, 256, 1, 18840, 784, 24240
ALTERNATIVE, 256, 2, 18840, 784, 24240
ALTERNATIVE, 256, 3, 18840, 784, 24240
ALTERNATIVE, 256, 5, 18840, 784, 24240
ALTERNATIVE, 256, 7, 18840, 784, 24240
ALTERNATIVE, 256, 8, 18840, 784, 24240
ALTERNATIVE, 256A, 1, 21780, 950, 27180
ALTERNATIVE, 256A, 2, 21780, 950, 27180
ALTERNATIVE, 256A, 3, 21780, 950, 27180
ALTERNATIVE, 256A, 5, 21780, 950, 27180
ALTERNATIVE, 256A, 7, 21780, 950, 27180
ALTERNATIVE, 256A, 8, 21780, 950, 27180
ALTERNATIVE, 256B, 1, 21720, 1408, 27120
ALTERNATIVE, 256B, 2, 21720, 1408, 27120
ALTERNATIVE, 256B, 3, 21720, 1408, 27120
ALTERNATIVE, 256B, 5, 21720, 1408, 27120
ALTERNATIVE, 256B, 7, 21720, 1408, 27120
ALTERNATIVE, 256B, 8, 21720, 1408, 27120
ALTERNATIVE, 257, 6, 19260, 2063, 23160
ALTERNATIVE, 257, 7, 19260, 2063, 23160
ALTERNATIVE, 257, 9, 19260, 2063, 23160
ALTERNATIVE, 257A, 6, 22500, 1444, 26400
ALTERNATIVE, 257A, 7, 22500, 1444, 26400
ALTERNATIVE, 257A, 9, 22500, 1444, 26400
ALTERNATIVE, 257B, 6, 19560, 1099, 23460
ALTERNATIVE, 257B, 7, 19560, 1099, 23460
ALTERNATIVE, 257B, 9, 19560, 1099, 23460
ALTERNATIVE, 258, 2, 21000, 1753, 23100
ALTERNATIVE, 258, 3, 21000, 1753, 23100
ALTERNATIVE, 258, 5, 21000, 1753, 23100
ALTERNATIVE, 258, 7, 21000, 1753, 23100
ALTERNATIVE, 258, 8, 21000, 1753, 23100
ALTERNATIVE, 258A, 2, 22800, 1712, 24900
ALTERNATIVE, 258A, 3, 22800, 1712, 24900
ALTERNATIVE, 258A, 5, 22800, 1712, 24900
ALTERNATIVE, 258A, 7, 22800, 1712, 24900
ALTERNATIVE, 258A, 8, 22800, 1712, 24900
ALTERNATIVE, 258B, 2, 23820, 1957, 25920
ALTERNATIVE, 258B, 3, 23820, 1957, 25920
ALTERNATIVE, 258B, 5, 23820, 1957, 25920
ALTERNATIVE, 258B, 7, 23820, 1957, 25920
ALTERNATIVE, 258B, 8, 23820, 1957, 25920
ALTERNATIVE, 259, 1, 20820, 1933, 30720
ALTERNATIVE, 259, 2, 20820, 1933, 30720
ALTERNATIVE, 259, 3, 20820, 1933, 30720
ALTERNATIVE, 259, 5, 22260, 1933, 30720
ALTERNATIVE, 259, 6, 24300, 1933, 30300
ALTERNATIVE, 259, 7, 20820, 1933, 29820
ALTERNATIVE, 259, 8, 20820, 1933, 30720
ALTERNATIVE, 259A, 1, 21180, 1544, 31080
ALTERNATIVE, 259A, 2, 21180, 1544, 31080
ALTERNATIVE, 259A, 3, 21180, 1544, 31080
ALTERNATIVE, 259A, 5, 22620, 1544, 31080
ALTERNATIVE, 259A, 6, 24660, 1544, 30660
ALTERNATIVE, 259A, 7, 21180, 1544, 30180
ALTERNATIVE, 259A, 8, 21180, 1544, 31080
ALTERNATIVE, 259B, 1, 22500, 1664, 32400
ALTERNATIVE, 259B, 2, 22500, 1664, 32400
ALTERNATIVE, 259B, 3, 22500, 1664, 32400
ALTERNATIVE, 259B, 5, 23940, 1664, 32400
ALTERNATIVE, 259B, 6, 25980, 1664, 31980
ALTERNATIVE, 259B, 7, 22500, 1664, 31500
ALTERNATIVE, 259B, 8, 22500, 1664, 32400
ALTERNATIVE, 260, 2, 20280, 1979, 25980
ALTERNATIVE, 260, 3, 20280, 1979, 25980
